Temperature;Price
10,65;2,516
9,58;2,512
8,64;2,378
7,79;2,324
6,93;2,228
5,83;2,028
4,89;1,999
6,39;2,209
10,85;2,375
14,66;2,403
17,46;2,48
19,25;2,2
20,48;2,237
21,63;2,214
22,28;2,142
22,57;2,06
22,5;1,968
22,12;1,515
21,16;2,031
19,06;2,959
17,01;2,378
15,11;2,369
13,59;2,374
13;2,387
11,94;2,349
10,77;2,395
9,57;2,303
8,41;2,079
8,58;1,825
9,72;1,445
10,26;1,025
12,79;1,026
13,97;1,769
13,99;1,926
12,83;2,122
11,56;1,329
11,47;1,361
11,52;1,127
13,45;0,732
14,04;0,065
12,76;0,33
11,97;0,817
11,06;1,701
10,03;2,169
7,09;2,32
6,19;2,32
5,57;2,337
5,19;2,32
4,71;2,18
4,33;2,186
3,83;2,024
3,29;1,74
2,92;1,691
2,61;1,695
2,29;1,908
4,81;2,652
7,93;2,344
8,89;2,434
9,91;2,399
10,79;2,371
11,57;2,343
12,04;2,326
12,47;2,329
12,73;2,334
12,73;2,324
12,46;2,332
11,88;2,359
10,61;2,671
9,88;2,671
9,31;2,601
8,68;2,637
8,11;2,586
7,44;2,329
6,69;2,321
6,1;2,29
5,53;2,259
4,78;2,25
4,27;2,251
3,71;2,87
6,12;3,794
9,47;4,355
11,16;4,666
12,21;4,63
12,16;4,669
12,54;4,804
13,87;4,595
14,1;4,445
14,11;4,41
13,79;4,015
13,4;4,253
12,51;4,26
11,14;4,393
10,8;4,395
10,28;4,024
9,69;3,798
9,32;3,262
8,88;2,73
8,56;2,877
6,18;2,735
4,69;2,602
3,4;2,54
2,39;2,534
1,81;2,796
4,73;3,276
8,92;3,864
11,14;4,151
12,4;4,199
13,39;4,195
14,18;4,27
14,74;4,145
15,23;3,897
15,29;3,657
15,06;3,379
14,29;3,49
13,69;3,84
12,2;3,897
10,79;3,904
10,11;3,332
9,57;2,871
8,98;2,363
6,72;2,35
5,3;2,223
4,07;2,182
3,14;2,177
2,48;2,181
1,91;2,186
1,23;2,274
4,05;3,15
7,88;4,011
10,68;4,583
12,48;4,639
13,84;4,639
14,79;4,666
15,66;4,489
16,23;4,411
16,49;4,171
16,51;3,823
16,26;3,731
15,61;3,731
13,76;3,809
12,65;3,808
11,62;3,314
10,54;3,058
9,63;2,85
8,75;2,511
7,9;2,421
6,46;2,243
5,15;2,197
3,95;2,175
3,1;2,183
2,61;2,305
5,54;2,791
10;3,793
12,83;3,834
14,42;3,599
15,59;3,551
16,57;3,224
17,4;2,933
17,95;2,729
18,22;2,508
18,17;2,509
17,88;2,663
17,19;2,961
15,27;3,266
13,33;3,042
11,9;2,643
10,4;2,557
8,93;2,539
7,59;2,376
6,37;2,716
5,33;2,381
4,26;2,347
3,48;2,334
2,92;2,326
2,77;2,346
7,38;2,495
12,15;2,677
15,11;2,882
17,03;3,162
18,66;3,254
19,46;3,236
20,04;2,91
20,47;2,607
20,67;2,633
20,61;2,604
20,28;2,609
19,65;2,901
18,03;2,934
16,12;2,918
14,53;2,939
12,94;2,891
11,48;2,806
10,14;2,563
8,93;2,436
7,86;2,312
6,9;2,273
6;2,263
5,16;2,027
4,74;2,059
7,74;2,13
12,58;2,307
16,04;2,476
18,29;2,556
19,72;2,071
20,71;2,332
21,36;2,136
21,74;1,908
21,85;1,047
21,74;0,996
21,38;1,731
20,56;1,972
18,82;2,599
17,24;2,355
15,66;2,408
14,23;2,425
12,72;2,475
11,21;2,586
9,94;-1,218
8,82;0,011
7,81;2,231
6,88;2,229
6,01;2,265
5,49;2,319
8,6;2,385
13,39;2,644
16,79;2,843
18,91;2,828
20,21;2,894
21,22;2,501
22,1;2,498
22,49;2,501
22,65;2,496
22,53;2,488
22,22;2,486
21,66;2,803
20,27;2,792
18,73;2,462
17,52;2,435
15,74;2,406
13,81;2,414
12,08;2,378
10,56;2,405
9,22;2,378
8,09;2,33
7;2,32
5,94;2,307
5,76;2,319
8,98;2,568
13,56;3,02
17,07;3,276
19,54;3,513
21,03;3,474
21,97;3,297
22,49;3,193
23,02;3,193
23,12;3,055
22,95;3,182
22,52;3,214
21,65;3,607
19,47;3,904
17,26;4,004
15,63;4,022
13,93;3,939
12,19;3,669
10,52;3,299
8,95;3,195
7,58;3,115
6,34;2,904
5,24;2,763
4,27;2,73
3,63;3,112
7,39;3,802
12,67;4,392
16,51;4,601
19,02;4,418
20,68;4,371
21,79;4,206
22,74;3,893
23,15;3,809
23,28;3,744
23,15;3,738
22,73;3,89
21,84;4,151
19,96;4,15
17,87;4,348
15,88;4,309
13,85;4,287
11,96;4,066
10,16;3,547
8,58;3,303
7,24;3,221
6,09;3,062
5,3;3,011
4,84;2,919
6;3,206
10,38;3,694
15,05;4,229
18,17;4,824
20,09;4,308
21,26;4,186
22,05;4,003
23,56;3,571
23,94;3,575
23,76;3,554
23,14;3,952
23,03;4,06
22,77;4,431
22,02;4,587
20,65;5,371
19,5;4,956
18,53;4,603
17,37;4,271
16,5;3,561
15,8;3,416
14,93;3,207
13,39;3,08
13,04;3,069
13,45;2,964
13,73;3,084
15,85;3,587
16,31;4,188
16,6;4,554
16,87;4,558
17,15;4,461
17,28;4,331
18,75;3,965
19,07;3,443
19,03;3,205
19,1;3,184
18,97;3,24
19,08;3,787
18,2;4,058
17,51;4,274
17,16;4,18
16,62;4,046
15,81;4,099
15,07;3,591
14,33;3,516
13,85;3,365
13,18;3,186
12,57;3,068
12;2,987
11,72;2,909
14,01;3
15,88;3,202
17,96;3,458
20,04;3,671
21,62;3,589
22,16;3,537
22,73;3,322
23,01;2,755
23,07;2,669
22,78;2,647
22,19;2,649
21,53;2,674
19,97;2,935
18,07;3,203
16,64;3,177
15,37;3,185
14,31;3,219
13,44;3,095
10,97;3,106
9,53;3,033
8,34;2,912
7,24;2,85
6,28;2,81
6,42;2,876
9,87;2,949
13,82;2,983
16,26;3,003
17,53;3,126
18,43;3,126
19,19;3,24
18,56;3,207
19,13;3,1
18,4;2,988
18,69;3,069
18,11;3,128
17,44;3,38
16,58;3,675
15,04;4,053
14,03;4,053
13,43;4,059
12,18;4,228
11,1;4,008
10,09;3,276
9,24;2,992
8,42;2,944
7,57;2,959
7,24;2,931
7,62;3,06
10,99;3,803
13,95;4,403
14,93;5,007
15,36;5
15,81;4,993
16,35;4,992
15,74;4,886
15,77;4,78
15,71;4,527
15,57;4,399
15,94;4,065
15,5;4,095
14,74;4,162
13,51;4,297
13,17;4,021
13,03;3,886
12,7;3,992
12,43;3,345
12,12;3,093
11,73;3,028
11,46;2,963
11,18;2,896
10,84;2,895
11,34;3,008
12,77;3,451
13,28;4,144
13,71;4,422
14,43;4,343
15,2;4,203
16,04;4,145
18,11;3,942
17,62;3,601
17,61;3,421
17,58;3,442
17,67;3,539
17,49;3,762
16,4;3,999
14,57;4,12
13,48;3,972
13,97;3,868
13,52;3,875
12,18;3,378
12,46;3,229
11,39;3,014
10,57;2,91
9,69;2,852
8,65;2,843
9,07;2,93
12,6;3,477
15,28;3,994
15,88;4,401
16,61;4,431
16,35;4,416
16,72;4,39
16,51;4,107
16,6;3,99
16,63;3,727
16,68;3,393
16,42;3,219
16,73;3,329
16,6;3,295
14,65;3,282
13,62;3,05
12,77;2,684
12,23;2,677
11,69;2,665
11,03;2,602
10,25;2,437
9,3;2,304
8,09;2,476
7,19;2,508
7,44;2,604
9,32;2,681
12,72;3,017
16,08;3,485
17,76;3,508
18,91;3,552
19,63;3,496
17,99;3,026
19,28;3,004
19,4;2,907
19,36;3,027
19,18;3,346
18,72;3,636
16,75;3,716
14,65;3,91
13,29;4,01
12,27;4,293
11,55;4,213
10,68;3,812
9,77;3,44
8,92;3,234
8,02;3,036
7,09;2,908
6,26;2,955
6,76;3,041
9,49;3,994
13,17;3,976
16,37;4,49
17,93;4,332
19,11;4,162
19,84;3,894
19,4;3,71
19,21;3,597
19,89;3,191
19,91;3,034
19,04;3,129
18,92;3,692
17,16;4,093
14,7;4,296
13,23;3,969
11,96;3,91
10,83;3,971
9,9;3,665
9,01;3,457
8,23;3,108
7,49;3,082
6,99;3,001
6,34;2,94
6,67;2,917
10,18;3,046
13,86;3,082
16,46;3,194
18,05;3,381
19,32;3,343
20,3;3,306
20,8;3,222
19,79;3,076
19,79;2,907
19,71;2,864
19,55;2,904
19,27;3,098
18,26;3,521
16,36;3,754
15,07;3,7
14;3,69
13,24;3,798
13,79;3,601
13,33;3,465
12,94;3,005
11,9;2,868
11,38;2,778
11,26;2,371
11,43;2,483
11,86;2,511
12,12;2,597
12,51;2,6
13,34;2,613
14,5;2,64
14,41;2,636
15,67;2,621
16,41;2,609
16,08;2,537
15,8;2,522
15,93;2,625
15,12;2,652
14,43;2,67
13,12;2,675
12,04;2,678
11,33;2,7
10,62;2,691
10,05;2,649
9,47;2,573
8,73;2,44
6,5;2,398
5,04;2,383
2,47;2,398
2,52;2,515
3,74;2,618
5,48;2,753
6,94;2,804
8,58;2,834
10,35;2,791
12,09;2,72
13,47;2,668
14,34;2,659
14,82;2,652
14,93;2,635
14,68;2,626
14,11;2,645
12,85;2,658
10,89;2,66
8,78;2,662
7,28;2,657
7,99;2,629
7,99;2,555
7,4;2,571
6,69;2,492
5,44;2,426
4,27;2,427
2,6;2,424
3,07;2,554
4,43;2,657
6,73;3,852
9,51;4,288
12,07;4,243
15,19;4,175
16,19;3,892
17,15;3,417
17,78;3,412
18,21;3,369
18,33;3,462
18,23;3,857
17,68;4,297
16,88;4,579
16,21;4,689
14,06;4,397
11,88;4,299
10,84;4,083
9,82;3,395
9,24;3,093
9,88;2,959
8,83;2,862
7,71;2,73
5,95;2,763
6,2;2,903
7,62;3,796
10,34;4,216
13,42;4,291
15,92;4,008
18,36;3,793
19,99;3,455
21,11;3,17
21,88;3,171
22,27;3,29
22,48;3,654
22,5;3,803
22,09;4,052
21,4;3,446
20,56;3,157
19,26;2,914
16,36;2,86
15,72;2,776
14,92;2,629
14,74;2,684
14,36;2,563
14,8;2,508
14,61;2,509
12,58;2,506
12,46;2,618
12,41;2,749
13,98;2,999
16,3;3,451
18,61;3,707
20,59;3,709
22,16;3,705
23,33;3,701
23,94;3,702
24,43;3,602
24,69;3,488
24,45;3,366
23,6;3,697
22,48;3,977
20,71;3,565
18,96;3,459
16,97;3,453
15,52;3,015
15,16;2,746
15,32;2,747
16,1;2,692
16,52;2,668
14,91;2,621
11,71;2,644
12,26;2,74
13,18;3,276
15,39;3,535
16,94;3,583
19,31;3,887
21,42;3,751
23,03;3,904
23,98;3,598
24,64;3,294
24,98;3,287
25;3,29
24,79;3,511
24,24;3,901
23,64;4,142
22,94;4,263
21,83;4,201
20,33;4,057
17,45;4,138
15,61;3,679
14,54;3,143
13,52;2,793
12,71;2,715
11,93;2,704
11,28;2,68
11,78;2,675
13,15;2,731
14,88;3,018
16,53;3,312
18,44;3,385
19,96;3,483
21,49;3,383
22,67;3,225
23,5;3,002
23,98;2,878
24,27;2,918
24,2;2,982
23,61;3,245
22,46;3,287
22,24;3,233
21,87;3,103
19,83;3,06
19,16;2,889
17,95;2,705
16,11;2,726
13,86;2,702
13,28;2,605
13,41;2,468
13,09;2,307
13,55;2,396
13,87;2,39
15,88;2,517
18,56;2,578
21,25;2,667
21,48;2,687
21,5;2,718
21,98;2,722
22,69;2,63
22,96;2,551
23,25;2,034
23,26;2,307
22,97;2,705
22,49;2,962
21,8;3,705
20,02;3,851
19,24;3,942
18,55;4,285
18,47;3,907
17,5;2,705
16,45;3,562
15,85;3,27
15,98;3,128
17,02;3,046
17,12;3,324
17,56;4,19
18,58;4,418
19,85;4,412
21,5;4,823
22,92;4,845
23,31;4,777
24,14;4,647
23,61;4,491
23,04;4,229
23,16;4,094
22,65;3,92
21,52;3,97
19,67;3,818
17,56;3,866
17,52;3,643
17,87;3,473
17,98;3,459
17,67;2,966
17,14;3,027
16,73;2,826
16,3;2,679
16,04;2,681
16,95;2,604
16,68;2,621
16,78;2,711
17,46;2,854
17,73;2,976
16,31;2,958
16,34;3,05
17,26;2,987
18,46;2,977
19,23;2,953
19,51;2,948
18,87;2,918
18,72;2,887
18,24;2,977
17,52;3,695
16,15;3,54
15,02;3,378
14,14;3,296
13,4;3,221
13,3;2,901
12,61;2,574
12,21;2,524
11,37;2,264
10,66;2,293
9,64;2,123
10,3;2,616
10,65;2,854
11,35;2,949
13,8;3,778
16,48;3,792
17,3;3,796
18,32;3,808
19,18;3,796
19,81;3,773
20,22;3,608
20,44;3,523
20,44;3,438
20,14;3,527
19,53;3,639
19,07;3,794
17,7;3,693
16,67;3,593
16,21;3,575
15,63;3,007
14,92;2,875
14,59;2,67
14,31;2,485
13,93;2,369
13,92;2,448
14,13;2,702
14,85;2,9
16,77;3,531
18,07;3,791
19,27;3,789
18,58;3,805
18,09;3,756
17,85;3,757
16,53;3,712
15,03;3,514
15,69;3,369
15,18;3,357
12,05;3,574
10,96;3,732
10,77;3,898
10,46;3,806
10,52;3,687
10,84;3,655
10,54;3,024
10,06;3,386
8,93;2,807
8,17;2,742
7,5;2,68
7,56;2,646
7,64;2,748
8,98;3,213
10,36;3,8
12,15;3,88
12,44;3,705
12,1;3,55
12,21;3,1
12,15;2,751
12,37;2,517
12,11;2,659
12,17;2,606
11,95;2,631
11,82;2,837
11,34;2,783
10,8;2,778
10;2,767
9,31;2,764
8,93;2,762
8,76;2,71
8,56;2,777
8,48;2,335
8,61;1,899
8,6;1,464
7,12;1,037
7,82;1,218
9,88;1,488
11,47;2,152
11,81;2,372
12,63;2,472
13,45;2,599
14,08;2,588
14,94;2,499
15,65;2,404
15,86;2,297
16,06;2,167
16,16;1,926
16,04;2,547
15,48;3,013
14,93;2,771
14,31;2,721
13,21;2,729
11,79;2,746
10,8;2,72
10,42;2,692
10,64;2,116
10,54;2,23
10,59;2,347
10,14;2,22
9,8;2,226
10,76;2,226
12,78;2,348
14,52;2,439
16,12;2,445
17,59;2,536
18,86;2,511
19,8;2,535
19,73;2,458
19,63;0,012
19,61;0,012
19,63;2,127
19,45;0,501
18,9;2,254
18,44;3,177
18,02;3,452
17,36;3,593
16,23;2,754
15,04;2,711
14,07;2,6
13,22;2,556
12,73;2,528
12,45;2,432
12,18;2,464
12,02;2,601
12,38;2,697
14,6;2,752
17,03;2,773
18,88;2,777
20,37;2,777
21,47;2,765
22,28;2,755
22,87;2,74
23,17;2,735
23,23;2,727
23,07;2,726
22,7;2,734
22,2;2,739
21,4;2,737
19,92;2,741
18,49;2,747
17,9;3,784
16,57;2,688
14,96;2,697
14,68;2,662
15,17;2,618
15,25;2,679
13,27;2,595
13,49;2,754
13,98;3,266
16,42;3,7
18,82;3,894
20,64;3,809
21,78;3,79
22,84;3,708
22,47;3,645
22,83;3,593
22,99;3,591
22,17;3,6
22,61;3,661
21,37;3,847
19,75;4,094
18,84;4,106
18,29;3,896
17,84;3,704
17,48;3,594
17,44;3,169
16,53;2,762
15,48;2,574
15,45;2,536
14,91;2,502
15,06;2,516
15,15;2,707
15,67;2,953
17,45;3,207
19,19;3,569
20,97;3,56
22,5;3,509
21,8;3,393
22,12;3,216
21,98;2,918
22,79;2,887
23,19;2,797
22,45;2,812
21,47;3,599
20,62;3,923
20,56;4,094
19,49;3,927
17,93;3,815
16,99;3,753
17,06;3,446
16,43;2,81
15,17;2,594
14,72;2,476
14,43;2,336
15,35;2,339
15,45;2,508
15,92;2,67
16,89;2,88
18,26;3,252
20,1;3,504
21,69;3,503
22,69;3,387
23,45;3,057
23,67;2,713
23,66;2,203
23,51;2,599
23,21;2,595
22,73;2,484
22,12;2,682
21,52;2,707
21,11;2,68
20,21;2,681
19,08;2,667
18,21;2,552
17,02;2,516
16,08;2,27
15,96;2,13
16,13;1,903
16,64;1,895
16,75;2,148
17,18;2,824
18,64;2,612
20,2;2,652
21,3;2,661
21,62;2,842
21;2,362
22,35;2,526
22,17;2,506
21,31;0,958
20,83;1,036
20,97;1,032
20,62;2,004
19,53;2,846
18,57;2,606
17,65;2,589
17,15;2,586
16,44;2,563
14,99;2,458
13,88;2,4
13,82;2,303
13,86;2,2
13,48;2,149
13,02;2,07
13,01;2,044
13,49;2,284
14,06;2,367
14,84;2,475
16,45;2,528
18,38;2,562
19,69;2,557
20,78;2,506
21,76;2,337
22,48;2,343
22,8;2,455
22,8;2,504
22,52;2,588
21,89;2,667
21,31;2,678
20,07;2,669
18,79;2,73
17,92;2,668
17,3;2,524
16,69;2,491
15,94;2,057
15,14;1,803
14,81;1,659
16,24;1,369
16;1,087
16,51;1,075
18,7;1,625
20,94;2,024
22,02;2,079
22,47;2,093
22,75;1,333
22,95;1,413
23,17;1,083
23,04;1,702
22,57;1,549
22,08;1,301
21,2;1,957
19,67;2,866
18,05;3,294
15,64;3,495
14,07;3,605
12,99;3,607
11,92;3,494
11,22;3,11
11,25;2,8
10,83;2,528
10,18;2,48
9,82;2,486
9,97;2,828
10,68;3,518
11,8;3,793
12,92;3,785
14,62;3,642
17,73;3,408
20,56;3,314
21,93;2,903
22,65;2,687
23,17;2,747
23,62;2,904
23,77;3,265
23,2;3,695
22,35;4,216
21,96;4,511
20,72;4,49
18,71;3,994
17,54;3,592
16,63;2,994
16,38;2,809
16,66;2,686
15,28;2,534
15,51;2,459
12,45;2,464
14,55;2,696
17,17;3,1
18,65;3,5
22,09;3,651
24,52;3,706
25,13;3,62
25,25;3,638
24,08;3,474
24,6;3,151
24,13;2,956
23,09;3,095
22,13;3,133
21,44;3,236
20,48;3,309
18,91;3,009
16,99;2,877
15,81;2,852
15,32;2,616
14,99;2,468
14,59;2,5
13,71;2,306
12,97;2,112
12,53;1,908
11,89;1,909
11,96;2,457
12,69;2,587
13,28;2,729
13,95;3,256
13,92;3,235
14,8;3,149
15,22;3,059
15,59;2,774
15,38;2,656
15,08;2,709
14,94;2,634
13,52;2,632
12,83;3,207
12,37;3,073
11,8;3,095
10,75;2,99
10,87;3,01
10,45;2,868
10,35;2,602
10,24;2,705
10,1;2,6
9,99;2,541
9,99;2,558
8,46;2,539
9,09;2,776
9,94;3,357
10,46;3,681
11,38;4,088
12,87;4,195
14,58;4,195
15,88;4,193
16,88;4,163
17,69;4,095
18,29;3,92
18,62;3,788
18,76;3,624
18,41;3,705
17,72;3,8
16,81;3,961
16,06;3,599
15,14;3,556
13,67;3,478
12,4;3,097
11,1;2,899
11,25;2,813
11,59;2,703
11,68;2,629
11,79;2,612
11,76;2,811
12,53;3,179
14,39;4,075
15,91;4,698
17,38;4,968
18,86;5,118
20,18;6,136
21,34;5,265
22,24;4,68
22,86;3,909
23,04;3,901
22,98;3,688
22,71;3,742
22,21;3,808
21,68;3,621
21,23;3,432
20,24;3,461
18,8;3,336
17,28;3,071
16,4;2,563
15,6;2,305
15,04;2,123
14,63;2,072
14,66;1,931
14,5;1,759
14,89;2,037
17,14;2,366
19,62;2,437
21,68;2,584
23,86;2,556
24,93;2,567
25,53;2,51
25,92;2,498
26,17;2,496
26,32;2,426
25,53;2,487
23,66;2,491
22,8;2,542
22,59;2,544
21,4;2,567
19,28;2,554
18,81;2,402
19,08;2,239
18,87;2,366
18,26;2,166
16,62;2,042
16,05;1,809
16,41;1,367
16,95;1,234
17,7;1,216
19,53;1,801
20,5;2,128
19,57;2,102
19,06;1,969
18,4;2,109
17,15;1,933
15,8;1,607
14,95;1,324
14,06;2,368
12,43;1,08
12,15;2,189
11,48;2,839
9,99;3,3
9,38;3,498
9,4;3,647
9,39;3,58
9,26;3,2
9,14;2,869
9,08;2,637
8,89;2,524
8,9;2,517
9;2,528
9,03;2,764
9,37;3,29
10,26;3,79
10,97;3,939
10,91;3,823
10,55;3,912
10,55;3,922
11,19;3,902
11,86;3,913
12,09;3,78
13,23;3,699
13,9;3,487
13,75;3,707
13,63;3,964
12,94;4,196
12,03;3,839
11,06;3,674
10,19;3,157
9,66;2,682
9,66;2,39
9,62;2,305
8,98;2,207
8,32;2,396
7,67;2,385
8,31;2,147
9,77;2,623
11,14;3,5
13;2,796
16,95;2,708
19,44;2,703
21,02;2,696
21,48;2,693
22,06;2,692
22,04;2,693
22,32;3,131
22,84;3,042
22,54;3,134
21,59;3,524
20,39;3,53
19,07;3,536
18,06;3,495
16,98;2,904
17,44;2,71
16,79;2,666
11,11;2,606
9,14;2,584
9,69;2,583
11,54;2,605
11,63;2,742
12,75;3,414
15,7;3,761
18,23;4,2
19,87;4,239
21,33;4,193
22,5;4,192
23,75;4,032
24,53;4,003
24,93;3,847
25,01;3,535
24,69;3,716
23,85;3,994
23,64;4,193
23,91;4,315
23,06;4,195
22,29;4,01
21,27;3,602
19,75;3,2
19,64;2,982
18,49;2,844
16,62;2,696
15,54;2,683
14,86;2,696
14,9;3,042
16,1;3,394
18,38;4,735
19,41;4,732
20,57;5,004
21,88;5,006
23,16;5,388
23,77;5,036
24,2;5,001
22,95;3,831
22,15;3,819
22,18;3,626
22,09;3,532
21,35;3,742
20,86;3,804
20,38;3,745
19,97;3,671
19,17;3,173
18,67;2,909
18,45;2,85
18,31;2,829
17,79;2,728
17,47;2,635
14,34;2,77
14,73;2,861
16;3,363
17,52;3,886
19,24;4,329
20,82;4,447
21,95;4,801
23,04;4,805
24,02;4,096
24,81;3,317
24,05;3,11
23,97;3,156
22,41;3,389
21,88;3,571
21,08;3,743
20;3,87
18,91;3,699
17,81;3,702
16,95;3,495
16,37;2,945
15,31;2,222
14,37;2,201
14,29;2,407
14,4;2,382
16,19;2,352
16,55;2,284
16,49;2,3
17,01;2,308
18,23;2,438
18,87;2,57
19,36;2,607
19,93;1,242
20,24;0,713
20,25;-0,007
19,78;-0,4
20,14;-0,022
20,45;0,816
19,82;1,133
19,26;2,203
18,14;2,663
15,5;2,663
15,4;2,7
14,85;2,533
14,49;2,005
14,3;1,084
13,7;1,01
13,03;0,977
12,98;0,901
14,45;0,518
14,55;0,851
15,39;0,817
17,46;2,325
19,5;2,407
21,2;2,472
22,14;2,516
22,75;2,553
23,51;2,575
24,04;2,148
23,71;0,003
22,92;-0,637
21,82;0
20,66;0,995
19,82;2,429
18,9;2,65
17,73;2,85
16,95;3,057
16,64;2,906
15,99;2,318
14,52;1,955
15,07;1,234
14,97;1,096
14,8;0,974
14,33;0,996
14,9;2,034
15,78;2,993
15,77;3,517
15,68;3,68
13,44;3,554
13,31;3,377
12,86;3,116
13,3;3,096
13,95;2,962
14,44;2,793
15,1;2,987
15,16;3,206
15,55;4,503
15,74;3,98
14,95;4,186
14,32;4,101
13,87;4,031
13,63;3,699
13,05;3,124
12,51;3,198
11,35;2,97
11,31;2,953
11,01;2,79
11,3;2,778
12,03;3,178
12,92;3,771
13,87;4,804
14,78;5,735
15,83;5,739
16,69;5,995
17,3;5,998
17,71;5,992
17,12;5,739
17,03;5,734
16,82;5,002
16,7;3,904
16,56;4,508
16,29;4,471
15,92;4,817
15;4,507
13,69;4,338
13,35;3,881
13,11;3,485
11,88;3,097
11,14;3,093
11,15;3,036
11,27;3,04
11,23;3,007
11,2;3,174
12,23;3,907
13,62;9,998
15,54;12,001
17,17;10,557
18,22;10
19,04;8,506
19,73;7,983
20,3;8,105
20,2;8,601
19,92;6,519
18,95;4,912
18,71;7,534
18,31;4,903
16,13;4,924
14,91;4,496
14,32;4,192
13,78;3,596
13,3;3,129
12,96;2,999
12,5;2,948
12,09;2,81
11,82;2,773
11,8;2,8
11,89;3,027
12,38;3,645
13,36;4,802
14,09;4,839
15,39;5,051
16,44;5,439
17,24;5,094
17,37;5,387
17,17;5,45
17,15;4,908
17,25;4,522
17,47;3,973
17,16;4,483
16,54;4,275
15,8;4,489
15,08;4,455
14,37;4,188
13,71;3,667
13,19;3,314
12,8;3,263
12,54;3,131
12,07;3,013
11,58;2,951
11,05;2,994
11,53;3,228
12,91;3,805
14,01;4,397
15,55;4,741
17,15;4,961
18,26;4,177
19,19;3,987
19,94;3,792
20,46;3,498
20,85;3,309
20,91;3,399
20,49;3,604
20,08;4,041
19,55;4,293
18,64;4,57
17,82;4,54
16,92;4,124
16,24;3,793
16,14;3,46
16,66;3,475
16,31;3,221
15,86;3,138
14,41;3,089
14,22;3,061
14,27;3,029
14,72;3,047
15,38;3,104
15,87;3,482
16,02;3,596
16,48;3,565
16,94;3,499
17,8;3,152
18,39;3,193
18,25;3,159
18,59;3,226
18,64;3,217
18,72;3,682
17,71;3,967
17,05;4,2
16,2;4,238
15,59;3,997
15,2;3,844
14,63;3,49
14,1;3,495
13,98;3,188
14,68;3,001
15,14;2,871
15,04;2,932
15,03;2,882
15,61;2,967
17,12;2,859
18,71;2,944
19,92;2,913
21,09;2,933
21,15;2,952
20,77;2,936
20,71;2,911
21,53;2,908
20,85;2,91
21,11;2,926
20,84;3,238
20,12;3,52
19,32;3,896
18,69;4,221
17,73;4,243
16,91;3,8
16,28;3,598
15,7;3,354
15,29;3,094
15,05;3,064
14,77;3,04
14,96;3,042
14,88;3,199
15,48;4,199
16,41;7,48
17,6;8,198
19,81;7,48
21,17;7,479
20,98;7,063
20,95;5,409
21,16;5,055
22,1;4,684
22,35;4,47
22,41;3,975
22,09;4,493
21,6;4,66
20,98;5
20,25;4,759
19,48;4,123
18,61;3,587
17,61;3,2
16,99;3,017
16,64;2,967
16,44;2,952
16,09;2,931
16,53;2,938
16,41;2,995
16,8;3,5
18,51;3,699
21,83;3,746
22,01;3,744
22,41;3,741
22,05;3,558
21,02;3,139
20,9;3,21
19,81;3,249
19,08;3,3
19,05;3,686
17,76;3,733
15,77;3,789
15,59;3,939
14,96;4,124
14,85;3,83
14,88;3,42
14,31;3,118
13,74;3,119
13,09;3,026
12,37;2,983
12,16;2,956
14,07;2,96
14,42;3,082
14,65;3,651
15,03;4,2
16,54;4,443
18,6;4,397
20,21;4,339
21,45;4,527
22,56;4,263
23,86;4,007
24,73;3,95
24,42;3,792
24,31;3,74
23,03;4,056
22,81;4,137
22,39;4,007
21,39;3,949
19,14;3,704
18,84;3,248
17,7;3,057
17,08;3,057
17,57;2,997
17,58;2,975
17,22;2,925
14,94;2,954
15,45;3,006
14,96;3,415
15,52;3,992
17,05;4,328
16,58;4,492
14,39;4,843
16,89;4,64
16,67;4,434
17,06;4,252
17,07;4,241
16,92;4,197
15,46;4,019
15,31;4,19
14,76;4,308
13,68;4,14
12,43;4,264
11,51;3,869
10,93;3,536
10,55;3,253
10,8;3,203
10,89;3,107
11,42;2,989
11,14;2,964
11,77;2,965
12,18;3,171
12,25;3,604
12,44;4,105
12,6;4,583
13,28;4,512
14,64;4,49
15,5;4,502
16,25;4,405
16,66;3,879
17,08;3,717
17,04;3,863
16,79;3,856
16,41;3,936
15,91;4,22
14,98;4,374
13,58;4,395
12,09;3,936
10,66;3,621
9,18;3,451
8,8;3,222
8,92;3,173
8,01;3,006
8,37;3,062
10,32;3,07
10,67;3,07
12,3;3,11
14,86;3,239
17,16;3,51
19,07;3,8
20,77;3,815
20,16;3,803
19,95;3,537
20,22;3,3
20,67;3,178
21,16;3,13
21,15;3,15
21,21;3,299
20,82;3,725
20,21;4,032
19,74;4,052
19,05;3,802
17,37;3,565
16,31;3,102
17,02;3,285
17,72;3,086
18,26;3,1
18,2;3,077
15,62;3,062
15,53;3,044
16,35;3,098
18,91;3,121
21,2;3,106
22,64;3,125
22,9;3,126
24,19;3,126
25,94;3,145
26,46;3,114
26,91;3,107
27,06;3,114
26,29;3,122
25,83;3,346
25,14;3,415
24,66;3,888
24,28;4,227
23,65;3,991
21,83;3,842
21,92;3,343
21,05;3,103
18,69;2,972
17,13;2,995
16,56;2,984
16,23;2,809
16,68;3,04
17,86;3,967
20,01;4,392
22,02;4,295
22,58;4,204
23,56;3,885
26,05;3,517
26,55;3,236
25,68;3,295
24,11;3,323
23,17;3,526
19,11;3,66
18,16;3,923
18,93;4,291
17,81;4,548
16,81;4,571
16,36;4,23
16,3;3,893
16,35;3,322
